time,Close,coin_open_interest_close,open_interest_change_%,price change %,Ratio
2024-09-28 20:00:00,10.935,524894.8999999999,2.2363143555023934,0.24691358024692295,0.1104109445254861
2024-10-06 17:00:00,9.581,543935.57,3.598826971363526,1.2420415405490008,0.34512399468830685
2024-10-12 13:00:00,9.486,531979.98,1.2806966908792408,0.27408812987560405,0.21401486536787523
2024-10-14 13:00:00,9.808,546833.38,3.4635961689098016,1.4477977161500761,0.41800419146605755
2024-10-14 14:00:00,9.93,567948.1699999999,3.7177318486649797,1.228600201409868,0.3304703651101283
2024-10-19 17:00:00,9.665,564201.18,5.106508284863938,2.7108122090015385,0.5308543642309528
2024-10-20 06:00:00,10.353,640346.28,13.406816386908666,4.607360185453495,0.34365803576995635
2024-10-20 07:00:00,10.405,676855.37,5.3939278046948145,0.49975973089860265,0.09265228401159122
2024-10-20 09:00:00,10.873,683367.45,3.473961190279099,3.292559551181815,0.9477824796647454
2024-10-20 10:00:00,10.949,691883.22,1.2308103092889027,0.6941273175632524,0.5639596226361498
