time,Close,coin_open_interest_close,open_interest_change_%,price change %,Ratio
2024-09-23 06:00:00,1.79,32013247.1,3.2718836571876615,1.8994413407821247,0.5805344993271503
2024-09-23 09:00:00,1.838,32172419.6,4.020258395486058,3.373231773667032,0.839058448943106
2024-09-23 19:00:00,1.868,34108680.6,4.732000979246325,1.2312633832976516,0.26019930864294905
2024-09-24 00:00:00,1.868,35163491.3,3.3486959242866723,1.177730192719487,0.3516981593276084
2024-09-24 01:00:00,1.877,37084623.3,5.180400470725559,0.47948854555140635,0.09255820052156122
2024-09-24 08:00:00,1.943,37897569.8,2.621291035922821,2.521873391662386,0.9620730232171891
2024-09-26 15:00:00,2.055,36095710.2,3.0548009552669817,2.87104622871047,0.9398472341578628
2024-09-27 00:00:00,2.028,36245013.1,4.9314557979839835,1.9230769230769194,0.3899613018660915
2024-10-03 01:00:00,1.811,34262391.5,9.005675508669619,4.141358365543897,0.45986093564631303
2024-10-03 03:00:00,1.877,36458131.3,4.1544940620694915,2.131060202450721,0.5129530023661097
2024-10-04 16:00:00,1.983,37181283.0,3.254274738179426,1.1094301563287956,0.3409147185125052
2024-10-14 04:00:00,1.779,32742505.3,2.4501863637172634,-0.2248454187745927,-0.0917666599178488
2024-10-15 06:00:00,1.821,33499248.7,2.4998623327334437,1.8121911037891225,0.7249163604171772
2024-10-15 13:00:00,1.86,36085998.0,6.950052760076078,3.440860215053766,0.4950840423571261
2024-10-16 02:00:00,1.848,35145590.4,2.66321603748048,0.1623376623376685,0.06095549893550773
2024-10-16 11:00:00,1.871,37019426.3,7.563085870944468,1.1758417958311074,0.15547116823681784
2024-10-17 15:00:00,1.894,34853001.2,4.777131215890818,4.593453009503694,0.9615505209955024
2024-10-18 15:00:00,1.91,36066667.4,4.013108236332361,0.3664921465968532,0.0913237632812505
