time,Close,coin_open_interest_close,open_interest_change_%,price change %,Ratio
2024-09-23 06:00:00,0.2355,25940984,2.5034439711307788,2.4203821656050883,0.9668209848178978
2024-09-24 08:00:00,0.2464,27325652,3.8469786558066392,1.5016233766233802,0.3903383696597396
2024-09-26 02:00:00,0.2383,25900598,2.457178787918333,2.056231640788928,0.8368262215591246
2024-09-27 15:00:00,0.2526,26933591,2.1095664517961974,0.39588281868566944,0.18766074818292341
2024-09-29 09:00:00,0.2329,26091055,2.0076919082037885,1.2022327179046788,0.5988133502915167
2024-10-03 13:00:00,0.1963,25177790,2.8625665715696256,0.7131940906775406,0.2491449798096665
2024-10-07 11:00:00,0.2098,24613654,2.022751274556797,1.8112488083889409,0.895438223755811
2024-10-08 01:00:00,0.2078,25336519,2.9663506656143253,0.48123195380173284,0.16223029845396605
2024-10-11 17:00:00,0.1942,24525628,3.492668974674165,0.41194644696190674,0.11794603208863723
2024-10-12 01:00:00,0.1982,25096757,1.871062464365416,1.05953582240161,0.5662749601259085
2024-10-12 12:00:00,0.2013,25751558,2.738238206791216,0.8445106805762579,0.30841388396442376
2024-10-17 07:00:00,0.1979,28742624,2.459973730999647,0.505305709954523,0.2054110186571726
2024-10-17 10:00:00,0.1972,30273969,4.727758028687947,-0.15212981744423046,-0.0321780041451169
2024-10-17 18:00:00,0.1962,32252392,2.2424476299308282,-0.1529051987767557,-0.06818674235057713
2024-10-18 16:00:00,0.199,30901567,2.2347119160656157,1.15577889447236,0.5171936866507602
2024-10-19 13:00:00,0.1993,30192926,2.8492667454621654,0.9533366783743166,0.3345901818047157
2024-10-19 17:00:00,0.2049,33789070,8.947147701904788,3.1722791605661325,0.3545575938006227
2024-10-19 18:00:00,0.2069,34505485,2.076235126096619,0.9666505558240704,0.465578557878173
2024-10-20 18:00:00,0.2046,30713129,2.9277316550847035,0.6353861192570849,0.21702334575424134
