time,Close,coin_open_interest_close,open_interest_change_%,price change %,Ratio
2024-09-21 12:00:00,1.193,697324.2,5.417852987175836,2.011735121542332,0.3713159301856563
2024-09-22 17:00:00,1.142,677551.5,8.802474793428994,0.5253940455341511,0.05968708321963675
2024-09-22 18:00:00,1.142,740834.9,8.542173161658559,0.0,0.0
2024-09-23 02:00:00,1.156,754008.0,5.279599155446624,0.17301038062283752,0.0327696053296686
2024-09-29 19:00:00,1.205,848406.8,7.074200725406726,2.0746887966805088,0.29327536455522696
2024-09-30 21:00:00,1.151,887628.7,5.844560907054944,0.08688097306690806,0.014865269512724972
2024-10-02 11:00:00,1.051,800425.7,4.660869834639234,-0.2854424357754628,-0.06124231010573951
2024-10-03 11:00:00,1.028,781052.9,9.013077091193185,-0.29182879377430854,-0.03237837542291288
2024-10-08 07:00:00,1.118,862204.8,6.442564458003491,3.756708407871202,0.5831076169062314
2024-10-12 08:00:00,1.102,945606.3,5.7014319807302565,-0.27223230490017164,-0.04774805800021196
2024-10-16 16:00:00,1.202,955133.8,10.160775380370792,7.071547420965056,0.6959653329829832
2024-10-17 02:00:00,1.151,953262.6,13.33163600460146,0.6950477845351873,0.05213522063573362
