time,Close,coin_open_interest_close,open_interest_change_%,price change %,Ratio
2024-09-23 03:00:00,0.016323,2902764436,3.017224715646888,1.5438338540709564,0.5116734746553211
2024-09-23 04:00:00,0.016538,2977276378,2.502688112887046,1.3000362800822343,0.5194559695185275
2024-09-24 01:00:00,0.016612,2850910144,3.0508658150118113,2.3777991813147095,0.7793850419820919
2024-09-24 04:00:00,0.017107,2965887395,2.5716825975451436,2.05179166423102,0.7978401635526885
2024-09-28 05:00:00,0.019052,2322374949,4.917151946078798,2.57715725383161,0.5241158463461302
2024-10-04 16:00:00,0.015467,1559336278,2.52892224444226,1.7262558996573343,0.682605368136991
2024-10-06 15:00:00,0.01586,1578992794,2.2265561396855875,0.45397225725094037,0.20388987690876095
2024-10-11 12:00:00,0.01547,1404966523,2.74526413039665,2.5145442792501536,0.9159571392086193
2024-10-11 17:00:00,0.015612,1435562464,1.8351424379399208,1.2362285421470582,0.6736417384226663
2024-10-12 10:00:00,0.015608,1453027885,2.9771381847912712,1.1916965658636622,0.4002825841109598
2024-10-14 14:00:00,0.01578,1356402404,2.4092177147158758,0.4372623574144463,0.18149557623770568
2024-10-19 03:00:00,0.015101,1257305252,1.8179545471269531,0.31123766637971106,0.17120211661594223
2024-10-20 13:00:00,0.015002,1283477597,3.35324450544344,1.266497800293289,0.3776932455230564
2024-10-21 00:00:00,0.015383,1309838466,1.888781452231378,0.8060846388870885,0.4267749653803473
