time,Close,coin_open_interest_close,open_interest_change_%,price change %,Ratio
2024-09-23 06:00:00,21.25,2402945.7,5.901402599317995,4.235294117647053,0.7176758484731258
2024-09-23 09:00:00,20.86,2377904.8,2.8948719898290216,2.8763183125599134,0.993590847079147
2024-09-23 10:00:00,21.68,2520537.3000000003,5.658813301433804,3.78228782287823,0.6683888690796517
2024-09-23 14:00:00,22.63,2612405.3,5.127810757388975,3.6235086168802484,0.7066385224257572
2024-09-24 02:00:00,22.86,2746710.3,2.137425996472941,-0.08748906386701476,-0.04093197332276497
2024-09-24 08:00:00,23.73,2833907.2,2.1620468023794275,1.2220817530552006,0.565242968704584
2024-09-25 17:00:00,23.34,2809722.6,3.770443388254769,0.2142245072836363,0.0568167945316359
2024-09-25 18:00:00,23.56,2920822.6999999997,3.803726258358634,0.9337860780984673,0.24549244994864855
2024-09-29 15:00:00,22.24,3098253.3,2.25334384377158,2.1133093525179807,0.9378548055856342
2024-09-30 12:00:00,23.67,3177558.8000000003,3.56542261310791,2.4503591043515076,0.6872562863496221
2024-10-07 01:00:00,20.32,2857339.0,1.5992852090703975,0.9842519685039335,0.615432421260271
2024-10-11 14:00:00,19.18,2761842.5,1.557022169077346,1.3034410844629822,0.8371371393095643
