Timestamp,Bid Ask Ratio
2024-10-28 15:35:34,0.93
2024-10-28 15:45:36,0.88
2024-10-28 15:55:38,0.89
2024-10-28 16:05:40,0.93
2024-10-28 16:15:42,0.95
2024-10-28 16:25:44,0.94
2024-10-28 16:35:46,0.93
2024-10-28 16:45:48,0.95
2024-10-28 16:55:50,0.94
2024-10-28 17:05:51,0.94
2024-10-28 17:15:53,0.94
2024-10-28 17:25:56,0.93
2024-10-28 17:35:57,0.89
2024-10-28 17:46:00,0.9
2024-10-28 17:56:02,0.9
2024-10-28 18:06:03,0.9
2024-10-28 18:16:05,0.9
2024-10-28 18:26:07,0.87
2024-10-28 18:36:09,0.82
2024-10-28 18:46:11,0.82
2024-10-28 18:56:13,0.88
2024-10-28 19:06:15,0.82
2024-10-28 19:16:17,0.85
2024-10-28 19:26:19,0.83
2024-10-28 19:36:21,0.83
2024-10-28 19:46:23,0.87
2024-10-28 19:56:25,0.82
2024-10-28 20:06:26,0.84
2024-10-28 20:16:28,0.85
2024-10-28 20:26:30,0.88
2024-10-28 20:36:32,0.84
2024-10-28 20:46:34,0.84
2024-10-28 20:56:36,0.85
2024-10-28 21:06:38,0.85
2024-10-28 21:16:40,0.86
2024-10-28 21:26:42,0.86
2024-10-28 21:36:44,0.86
2024-10-28 21:46:45,0.86
2024-10-28 21:56:47,0.86
2024-10-28 22:06:49,0.86
2024-10-28 22:16:52,0.86
2024-10-28 22:26:54,0.86
2024-10-28 22:36:56,0.86
2024-10-28 22:46:58,0.86
2024-10-28 22:57:00,0.86
2024-10-28 23:07:02,0.86
2024-10-28 23:17:04,0.87
2024-10-28 23:27:06,0.89
2024-10-28 23:37:08,0.9
2024-10-28 23:47:10,0.9
2024-10-28 23:57:12,0.89
2024-10-29 00:07:14,0.88
2024-10-29 00:17:16,0.85
2024-10-29 00:27:18,0.87
2024-10-29 00:37:19,0.88
2024-10-29 00:47:21,0.88
2024-10-29 00:57:23,0.87
2024-10-29 01:07:25,0.89
2024-10-29 01:17:27,0.87
2024-10-29 01:27:29,0.9
2024-10-29 01:37:31,0.9
2024-10-29 01:47:33,0.91
2024-10-29 01:57:35,0.86
2024-10-29 02:07:37,0.87
2024-10-29 02:17:39,0.9
2024-10-29 02:27:42,0.9
2024-10-29 02:37:44,0.9
2024-10-29 02:47:45,0.9
2024-10-29 02:57:47,0.86
2024-10-29 03:07:49,0.89
2024-10-29 03:17:51,0.93
2024-10-29 03:27:54,0.9
2024-10-29 03:37:55,0.9
2024-10-29 03:47:57,0.9
2024-10-29 03:57:59,0.9
2024-10-29 04:08:01,0.9
2024-10-29 04:18:03,0.91
2024-10-29 04:28:05,0.91
2024-10-29 04:38:07,0.89
2024-10-29 04:48:09,0.9
2024-10-29 04:58:11,0.89
2024-10-29 05:08:13,0.88
2024-10-29 05:18:15,0.94
2024-10-29 05:28:17,0.93
2024-10-29 05:38:18,0.9
2024-10-29 05:48:20,0.85
2024-10-29 05:58:22,0.86
2024-10-29 06:08:24,0.86
2024-10-29 06:18:26,0.86
2024-10-29 06:28:28,0.88
2024-10-29 06:38:30,0.87
2024-10-29 06:48:32,0.88
2024-10-29 06:58:34,0.88
2024-10-29 07:08:36,0.86
2024-10-29 07:18:38,0.86
2024-10-29 07:28:40,0.86
2024-10-29 07:38:42,0.85
2024-10-29 07:48:44,0.86
2024-10-29 07:58:46,0.87
2024-10-29 08:08:48,0.87
2024-10-29 08:18:50,0.89
2024-10-29 08:28:52,0.89
2024-10-29 08:38:54,0.89
2024-10-29 08:48:56,0.89
2024-10-29 08:58:58,0.86
2024-10-29 09:09:00,0.86
2024-10-29 09:19:02,0.86
2024-10-29 09:29:04,0.87
2024-10-29 09:39:05,0.86
2024-10-29 09:49:08,0.85
2024-10-29 09:59:09,0.86
2024-10-29 10:09:12,0.85
2024-10-29 10:19:14,0.86
2024-10-29 10:29:16,0.86
2024-10-29 10:39:18,0.86
2024-10-29 10:49:20,0.87
2024-10-29 10:59:22,0.86
2024-10-29 11:09:25,0.86
2024-10-29 11:19:27,0.86
2024-10-29 11:29:29,0.86
2024-10-29 11:39:30,0.87
2024-10-29 11:49:32,0.85
2024-10-29 11:59:34,0.85
2024-10-29 12:09:36,0.84
2024-10-29 12:19:38,0.85
2024-10-29 12:29:40,0.85
2024-10-29 12:39:42,0.86
2024-10-29 12:49:44,0.87
2024-10-29 12:59:46,0.89
2024-10-29 13:09:48,0.87
2024-10-29 13:19:50,0.88
2024-10-29 13:29:52,0.89
2024-10-29 13:39:54,0.9
2024-10-29 13:49:56,0.9
2024-10-29 13:59:58,0.89
2024-10-29 14:10:00,0.9
2024-10-29 14:20:02,0.89
2024-10-29 14:30:04,0.88
2024-10-29 14:40:06,0.89
2024-10-29 14:50:08,0.89
2024-10-29 15:00:11,0.88
2024-10-29 15:10:13,0.87
2024-10-29 15:20:15,0.86
2024-10-29 15:30:17,0.85
2024-10-29 15:40:19,0.87
2024-10-29 15:50:21,0.86
2024-10-29 16:00:23,0.9
2024-10-29 16:10:26,0.89
2024-10-29 16:20:29,0.87
2024-10-29 16:30:31,0.86
2024-10-29 16:40:33,0.87
2024-10-29 16:50:35,0.84
2024-10-29 17:00:38,0.83
2024-10-29 17:10:40,0.84
2024-10-29 17:20:42,0.84
2024-10-29 17:30:44,0.83
2024-10-29 17:40:46,0.82
2024-10-29 17:50:48,0.81
2024-10-29 18:00:50,0.82
2024-10-29 18:10:52,0.82
2024-10-29 18:20:54,0.81
2024-10-29 18:30:56,0.82
2024-10-29 18:40:58,0.83
2024-10-29 18:51:00,0.78
2024-10-29 19:01:02,0.77
2024-10-29 19:11:04,0.76
2024-10-29 19:21:06,0.76
2024-10-29 19:31:08,0.77
2024-10-29 19:41:10,0.76
2024-10-29 19:51:12,0.75
2024-10-29 20:01:14,0.78
2024-10-29 20:11:16,0.78
2024-10-29 20:21:19,0.8
2024-10-29 20:31:21,0.81
2024-10-29 20:41:22,0.8
2024-10-29 20:51:24,0.81
2024-10-29 21:01:27,0.82
2024-10-29 21:11:29,0.8
2024-10-29 21:21:31,0.8
2024-10-29 21:31:33,0.8
2024-10-29 21:41:35,0.79
2024-10-29 21:51:37,0.77
2024-10-29 22:01:39,0.77
2024-10-29 22:11:41,0.78
2024-10-29 22:21:44,0.78
2024-10-29 22:31:46,0.78
2024-10-29 22:41:49,0.77
2024-10-29 22:51:51,0.78
2024-10-29 23:01:53,0.77
2024-10-29 23:11:55,0.77
2024-10-29 23:21:57,0.8
2024-10-29 23:31:58,0.79
2024-10-29 23:42:00,0.79
2024-10-29 23:52:02,0.74
2024-10-30 00:02:04,0.76
2024-10-30 00:12:07,0.77
2024-10-30 00:22:10,0.77
2024-10-30 00:32:12,0.77
2024-10-30 00:42:14,0.77
2024-10-30 00:52:15,0.77
2024-10-30 01:02:17,0.77
2024-10-30 01:12:19,0.77
2024-10-30 01:22:22,0.77
2024-10-30 01:32:24,0.78
2024-10-30 01:42:26,0.77
2024-10-30 01:52:27,0.78
2024-10-30 02:02:29,0.8
2024-10-30 02:12:31,0.8
2024-10-30 02:22:33,0.8
2024-10-30 02:32:35,0.77
2024-10-30 02:42:38,0.77
2024-10-30 02:52:40,0.78
2024-10-30 03:02:42,0.77
2024-10-30 03:12:44,0.75
2024-10-30 03:22:46,0.75
2024-10-30 03:32:48,0.77
2024-10-30 03:42:50,0.78
2024-10-30 03:52:52,0.78
2024-10-30 04:02:54,0.76
2024-10-30 04:12:56,0.75
2024-10-30 04:22:58,0.78
2024-10-30 04:33:00,0.78
2024-10-30 04:43:02,0.75
2024-10-30 04:53:04,0.74
2024-10-30 05:03:06,0.75
2024-10-30 05:13:08,0.75
2024-10-30 05:23:10,0.75
2024-10-30 05:33:12,0.75
2024-10-30 05:43:14,0.75
2024-10-30 05:53:16,0.75
2024-10-30 06:03:17,0.75
2024-10-30 06:13:19,0.74
2024-10-30 06:23:21,0.74
2024-10-30 06:33:23,0.75
2024-10-30 06:43:25,0.77
2024-10-30 06:53:27,0.78
2024-10-30 07:03:29,0.77
2024-10-30 07:13:31,0.74
2024-10-30 07:23:33,0.77
2024-10-30 07:33:35,0.78
2024-10-30 07:43:37,0.78
2024-10-30 07:53:39,0.78
2024-10-30 08:03:40,0.78
2024-10-30 08:13:42,0.79
2024-10-30 08:23:44,0.78
2024-10-30 08:33:46,0.79
2024-10-30 08:43:48,0.78
2024-10-30 08:53:50,0.78
2024-10-30 09:03:52,0.78
2024-10-30 09:13:54,0.78
2024-10-30 09:23:56,0.78
2024-10-30 09:33:58,0.79
2024-10-30 09:44:00,0.81
2024-10-30 09:54:02,0.8
2024-10-30 10:04:04,0.81
2024-10-30 10:14:05,0.8
2024-10-30 10:24:07,0.77
2024-10-30 10:34:09,0.77
2024-10-30 10:44:11,0.78
2024-10-30 10:54:13,0.81
2024-10-30 11:04:16,0.81
2024-10-30 11:14:18,0.81
2024-10-30 11:24:20,0.81
2024-10-30 11:34:22,0.81
2024-10-30 11:44:24,0.81
2024-10-30 11:54:26,0.84
2024-10-30 12:04:28,0.81
2024-10-30 12:14:30,0.81
2024-10-30 12:24:32,0.79
2024-10-30 12:34:34,0.79
2024-10-30 12:44:36,0.78
2024-10-30 12:54:38,0.8
2024-10-30 13:04:40,0.79
2024-10-30 13:14:42,0.77
2024-10-30 13:24:44,0.77
2024-10-30 13:34:46,0.83
2024-10-30 13:44:48,0.84
2024-10-30 13:54:50,0.8
2024-10-30 14:04:52,0.8
2024-10-30 14:14:54,0.79
2024-10-30 14:24:56,0.84
2024-10-30 14:34:58,0.84
2024-10-30 14:45:00,0.84
2024-10-30 14:55:02,0.8
2024-10-30 15:05:04,0.79
2024-10-30 15:15:06,0.77
2024-10-30 15:25:08,0.78
2024-10-30 15:35:10,0.79
2024-10-30 15:45:12,0.77
2024-10-30 15:55:14,0.78
2024-10-30 16:05:16,0.78
2024-10-30 16:15:18,0.83
2024-10-30 16:25:20,0.83
2024-10-30 16:35:22,0.82
2024-10-30 16:45:24,0.82
2024-10-30 16:55:26,0.83
2024-10-30 17:05:27,0.83
2024-10-30 17:15:30,0.85
2024-10-30 17:25:32,0.83
2024-10-30 17:35:34,0.83
2024-10-30 17:45:36,0.84
2024-10-30 17:55:38,0.83
2024-10-30 18:05:40,0.84
2024-10-30 18:15:42,0.84
2024-10-30 18:25:44,0.85
2024-10-30 18:35:46,0.84
2024-10-30 18:45:48,0.79
2024-10-30 18:55:50,0.8
2024-10-30 19:05:52,0.8
2024-10-30 19:15:54,0.8
2024-10-30 19:25:56,0.79
2024-10-30 19:35:57,0.79
2024-10-30 19:45:59,0.8
2024-10-30 19:56:01,0.85
2024-10-30 20:06:03,0.85
2024-10-30 20:16:05,0.85
2024-10-30 20:26:07,0.86
2024-10-30 20:36:09,0.87
2024-10-30 20:46:11,0.86
2024-10-30 20:56:13,0.86
2024-10-30 21:06:15,0.86
2024-10-30 21:16:17,0.84
2024-10-30 21:26:19,0.84
2024-10-30 21:36:21,0.8
2024-10-30 21:46:23,0.8
2024-10-30 21:56:24,0.8
2024-10-30 22:06:26,0.8
2024-10-30 22:16:28,0.81
2024-10-30 22:26:30,0.86
2024-10-30 22:36:32,0.86
2024-10-30 22:46:34,0.86
2024-10-30 22:56:36,0.81
2024-10-30 23:06:38,0.87
2024-10-30 23:16:40,0.82
2024-10-30 23:26:42,0.82
2024-10-30 23:36:44,0.87
2024-10-30 23:46:46,0.82
2024-10-30 23:56:48,0.82
2024-10-31 00:06:50,0.82
2024-10-31 00:16:52,0.82
2024-10-31 00:26:54,0.82
2024-10-31 00:36:56,0.82
2024-10-31 00:46:58,0.82
2024-10-31 00:56:59,0.86
2024-10-31 01:07:01,0.81
2024-10-31 01:17:04,0.81
2024-10-31 01:27:07,0.81
2024-10-31 01:37:09,0.81
2024-10-31 01:47:11,0.81
2024-10-31 01:57:13,0.81
2024-10-31 02:07:15,0.82
2024-10-31 02:17:17,0.82
2024-10-31 02:27:19,0.81
2024-10-31 02:37:21,0.8
2024-10-31 02:47:23,0.8
2024-10-31 02:57:25,0.8
2024-10-31 03:07:27,0.81
2024-10-31 03:17:29,0.81
2024-10-31 03:27:31,0.81
2024-10-31 03:37:32,0.81
2024-10-31 03:47:34,0.81
2024-10-31 03:57:36,0.81
2024-10-31 04:07:38,0.81
2024-10-31 04:17:40,0.81
2024-10-31 04:27:42,0.81
2024-10-31 04:37:44,0.86
2024-10-31 04:47:46,0.85
2024-10-31 04:57:47,0.85
2024-10-31 05:07:49,0.86
2024-10-31 05:17:51,0.86
2024-10-31 05:27:53,0.86
2024-10-31 05:37:55,0.82
2024-10-31 05:47:57,0.86
2024-10-31 05:57:59,0.82
2024-10-31 06:08:01,0.82
2024-10-31 06:18:03,0.81
2024-10-31 06:28:05,0.81
2024-10-31 06:38:07,0.81
2024-10-31 06:48:10,0.81
2024-10-31 06:58:12,0.81
2024-10-31 07:08:13,0.86
2024-10-31 07:18:15,0.86
2024-10-31 07:28:18,0.82
2024-10-31 07:38:20,0.85
2024-10-31 07:48:22,0.84
2024-10-31 07:58:24,0.85
2024-10-31 08:08:26,0.83
2024-10-31 08:18:28,0.83
2024-10-31 08:28:30,0.83
2024-10-31 08:38:32,0.85
2024-10-31 08:48:34,0.84
2024-10-31 08:58:36,0.83
2024-10-31 09:08:37,0.84
2024-10-31 09:18:39,0.85
2024-10-31 09:28:41,0.85
2024-10-31 09:38:43,0.84
2024-10-31 09:48:45,0.84
2024-10-31 09:58:47,0.84
2024-10-31 10:08:49,0.84
2024-10-31 10:18:51,0.85
2024-10-31 10:28:53,0.84
2024-10-31 10:38:56,0.8
2024-10-31 10:48:58,0.83
2024-10-31 10:59:00,0.8
2024-10-31 11:09:02,0.79
2024-10-31 11:19:03,0.84
2024-10-31 11:29:05,0.84
2024-10-31 11:39:08,0.79
2024-10-31 11:49:09,0.78
2024-10-31 11:59:11,0.79
2024-10-31 12:09:13,0.78
2024-10-31 12:19:15,0.79
2024-10-31 12:29:17,0.83
2024-10-31 12:39:19,0.79
2024-10-31 12:49:21,0.83
2024-10-31 12:59:23,0.82
2024-10-31 13:09:25,0.78
2024-10-31 13:19:27,0.83
2024-10-31 13:29:29,0.83
2024-10-31 13:39:31,0.83
2024-10-31 13:49:33,0.84
2024-10-31 13:59:34,0.82
2024-10-31 14:09:36,0.81
2024-10-31 14:19:38,0.82
2024-10-31 14:29:40,0.83
2024-10-31 14:39:42,0.83
2024-10-31 14:49:45,0.82
2024-10-31 14:59:46,0.8
2024-10-31 15:09:48,0.79
2024-10-31 15:19:50,0.79
2024-10-31 15:29:52,0.8
2024-10-31 15:39:54,0.81
2024-10-31 15:49:56,0.8
2024-10-31 15:59:57,0.78
2024-10-31 16:09:59,0.79
2024-10-31 16:20:01,0.78
2024-10-31 16:30:04,0.78
2024-10-31 16:40:06,0.8
2024-10-31 16:50:08,0.79
2024-10-31 17:00:10,0.8
2024-10-31 17:10:12,0.84
2024-10-31 17:20:14,0.8
2024-10-31 17:30:16,0.85
2024-10-31 17:40:18,0.8
2024-10-31 17:50:20,0.8
2024-10-31 18:00:22,0.86
2024-10-31 18:10:24,0.81
2024-10-31 18:20:26,0.82
2024-10-31 18:30:28,0.86
2024-10-31 18:40:30,0.88
2024-10-31 18:50:32,0.84
2024-10-31 19:00:34,0.84
2024-10-31 19:10:36,0.9
2024-10-31 19:20:38,0.91
2024-10-31 19:30:40,0.88
2024-10-31 19:40:42,0.91
2024-10-31 19:50:44,0.91
2024-10-31 20:00:46,0.89
2024-10-31 20:10:48,0.84
2024-10-31 20:20:50,0.89
2024-10-31 20:30:52,0.91
2024-10-31 20:40:55,0.92
2024-10-31 20:50:57,0.92
2024-10-31 21:00:59,0.93
2024-10-31 21:11:01,0.92
2024-10-31 21:21:03,0.9
2024-10-31 21:31:05,0.91
2024-10-31 21:41:07,0.91
2024-10-31 21:51:09,0.92
2024-10-31 22:01:11,0.93
2024-10-31 22:11:13,0.91
2024-10-31 22:21:17,0.91
2024-10-31 22:31:19,0.9
2024-10-31 22:41:20,0.9
2024-10-31 22:51:22,0.93
2024-10-31 23:01:24,0.93
2024-10-31 23:11:26,0.95
2024-10-31 23:21:29,0.95
2024-10-31 23:31:31,0.96
2024-10-31 23:41:33,0.94
2024-10-31 23:51:35,0.98
2024-11-01 00:01:37,0.91
2024-11-01 00:11:39,0.94
2024-11-01 00:21:41,0.92
2024-11-01 00:31:43,0.95
2024-11-01 00:41:45,0.94
2024-11-01 00:51:47,0.94
2024-11-01 01:01:49,0.93
2024-11-01 01:11:51,0.94
2024-11-01 01:21:53,0.93
2024-11-01 01:31:55,0.93
2024-11-01 01:41:57,0.94
2024-11-01 01:51:59,0.94
2024-11-01 02:02:01,0.94
2024-11-01 02:12:04,0.94
2024-11-01 02:22:06,0.94
2024-11-01 02:32:08,0.93
2024-11-01 02:42:10,0.92
2024-11-01 02:52:12,0.91
2024-11-01 03:02:14,0.93
2024-11-01 03:12:16,0.91
2024-11-01 03:22:18,0.9
2024-11-01 03:32:20,0.9
2024-11-01 03:42:23,0.9
2024-11-01 03:52:25,0.89
2024-11-01 04:02:27,0.91
2024-11-01 04:12:29,0.91
2024-11-01 04:22:31,0.9
2024-11-01 04:32:33,0.9
2024-11-01 04:42:35,0.9
2024-11-01 04:52:37,0.9
2024-11-01 05:02:39,0.9
2024-11-01 05:12:41,0.9
2024-11-01 05:22:43,0.9
2024-11-01 05:32:45,0.87
2024-11-01 05:42:47,0.89
2024-11-01 05:52:49,0.9
2024-11-01 06:02:51,0.89
2024-11-01 06:12:53,0.89
2024-11-01 06:22:55,0.89
2024-11-01 06:32:57,0.9
2024-11-01 06:42:59,0.91
2024-11-01 06:53:01,0.94
2024-11-01 07:03:03,0.94
2024-11-01 07:13:05,0.94
2024-11-01 07:23:07,0.94
2024-11-01 07:33:09,0.94
2024-11-01 07:43:11,0.93
2024-11-01 07:53:13,0.94
2024-11-01 08:03:15,0.95
2024-11-01 08:13:17,0.93
2024-11-01 08:23:19,0.95
2024-11-01 08:33:21,0.95
2024-11-01 08:43:23,0.96
2024-11-01 08:53:25,0.95
2024-11-01 09:03:28,0.95
2024-11-01 09:13:30,0.98
2024-11-01 09:23:32,0.99
2024-11-01 09:33:34,0.98
2024-11-01 09:43:35,0.98
